#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
307076:6415,610:610,11/25/17 14:52:04,STABLE BEAMS,6500,17536.935,17067.646,2.5,HFET
307076:6415,611:611,11/25/17 14:52:27,STABLE BEAMS,6500,17598.958,17134.745,2.5,HFET
307076:6415,612:612,11/25/17 14:52:51,STABLE BEAMS,6500,17755.882,17275.355,2.5,HFET
307076:6415,613:613,11/25/17 14:53:14,STABLE BEAMS,6500,17743.294,17258.025,2.5,HFET
307076:6415,614:614,11/25/17 14:53:37,STABLE BEAMS,6500,17616.575,17137.452,2.5,HFET
307076:6415,615:615,11/25/17 14:54:01,STABLE BEAMS,6500,17388.114,16933.751,2.5,HFET
307076:6415,616:616,11/25/17 14:54:24,STABLE BEAMS,6500,17609.154,17155.196,2.5,HFET
307076:6415,617:617,11/25/17 14:54:47,STABLE BEAMS,6500,17851.170,17416.425,2.5,HFET
307076:6415,618:618,11/25/17 14:55:11,STABLE BEAMS,6500,17826.983,16582.553,2.5,HFET
307076:6415,619:619,11/25/17 14:55:34,STABLE BEAMS,6500,17527.444,16263.406,2.5,HFET
307076:6415,620:620,11/25/17 14:55:57,STABLE BEAMS,6500,17485.649,16802.745,2.5,HFET
307076:6415,622:622,11/25/17 14:56:44,STABLE BEAMS,6500,17608.519,17161.941,2.5,HFET
307076:6415,623:623,11/25/17 14:57:07,STABLE BEAMS,6500,17842.724,17381.704,2.5,HFET
307076:6415,624:624,11/25/17 14:57:30,STABLE BEAMS,6500,17701.095,17243.589,2.5,HFET
307076:6415,625:625,11/25/17 14:57:54,STABLE BEAMS,6500,17563.680,17119.026,2.5,HFET
307076:6415,626:626,11/25/17 14:58:17,STABLE BEAMS,6500,17528.832,17086.712,2.5,HFET
307076:6415,627:627,11/25/17 14:58:40,STABLE BEAMS,6500,17660.945,17213.099,2.5,HFET
307076:6415,628:628,11/25/17 14:59:04,STABLE BEAMS,6500,17814.875,17354.862,2.5,HFET
307076:6415,629:629,11/25/17 14:59:27,STABLE BEAMS,6500,16997.093,16580.762,2.4,HFET
307076:6415,630:630,11/25/17 14:59:50,STABLE BEAMS,6500,17363.177,16699.687,2.5,HFET
307076:6415,631:631,11/25/17 15:00:14,STABLE BEAMS,6500,17832.202,17370.164,2.5,HFET
307076:6415,632:632,11/25/17 15:00:37,STABLE BEAMS,6500,18040.069,17572.135,2.6,HFET
307076:6415,633:633,11/25/17 15:01:00,STABLE BEAMS,6500,18013.704,17546.456,2.5,HFET
307076:6415,634:634,11/25/17 15:01:24,STABLE BEAMS,6500,17812.483,17107.087,2.5,HFET
307076:6415,635:635,11/25/17 15:01:47,STABLE BEAMS,6500,17661.032,17209.075,2.5,HFET
307076:6415,636:636,11/25/17 15:02:10,STABLE BEAMS,6500,17639.598,17190.692,2.5,HFET
307076:6415,637:637,11/25/17 15:02:34,STABLE BEAMS,6500,17707.850,17256.861,2.5,HFET
307076:6415,638:638,11/25/17 15:02:57,STABLE BEAMS,6500,17617.148,17169.156,2.5,HFET
307076:6415,639:639,11/25/17 15:03:20,STABLE BEAMS,6500,17614.274,17171.941,2.5,HFET
307076:6415,640:640,11/25/17 15:03:43,STABLE BEAMS,6500,17858.946,17397.929,2.5,HFET
307076:6415,641:641,11/25/17 15:04:07,STABLE BEAMS,6500,18004.633,17541.417,2.5,HFET
307076:6415,642:642,11/25/17 15:04:30,STABLE BEAMS,6500,17991.654,17529.080,2.5,HFET
307076:6415,643:643,11/25/17 15:04:53,STABLE BEAMS,6500,17779.728,17322.778,2.5,HFET
307076:6415,644:644,11/25/17 15:05:17,STABLE BEAMS,6500,17571.871,17128.687,2.5,HFET
307076:6415,645:645,11/25/17 15:05:40,STABLE BEAMS,6500,17612.300,17164.217,2.5,HFET
307076:6415,646:646,11/25/17 15:06:03,STABLE BEAMS,6500,17679.209,17230.533,2.5,HFET
307076:6415,647:647,11/25/17 15:06:27,STABLE BEAMS,6500,17792.391,17338.513,2.5,HFET
307076:6415,648:648,11/25/17 15:06:50,STABLE BEAMS,6500,17696.785,17248.529,2.5,HFET
307076:6415,649:649,11/25/17 15:07:13,STABLE BEAMS,6500,17439.097,17004.374,2.5,HFET
307076:6415,650:650,11/25/17 15:07:37,STABLE BEAMS,6500,17484.246,17058.177,2.5,HFET
307076:6415,651:651,11/25/17 15:08:00,STABLE BEAMS,6500,17731.126,17305.247,2.5,HFET
307076:6415,652:652,11/25/17 15:08:23,STABLE BEAMS,6500,17569.191,17149.475,2.5,HFET
307076:6415,653:653,11/25/17 15:08:47,STABLE BEAMS,6500,17474.748,17058.344,2.5,HFET
307076:6415,654:654,11/25/17 15:09:10,STABLE BEAMS,6500,17438.563,17022.043,2.5,HFET
307076:6415,655:655,11/25/17 15:09:33,STABLE BEAMS,6500,17528.680,17108.342,2.5,HFET
307076:6415,656:656,11/25/17 15:09:56,STABLE BEAMS,6500,17561.291,17139.804,2.5,HFET
307076:6415,657:657,11/25/17 15:10:20,STABLE BEAMS,6500,17612.483,17188.051,2.5,HFET
307076:6415,658:658,11/25/17 15:10:43,STABLE BEAMS,6500,17495.151,17077.088,2.5,HFET
307076:6415,659:659,11/25/17 15:11:06,STABLE BEAMS,6500,17523.087,17104.045,2.5,HFET
307076:6415,660:660,11/25/17 15:11:30,STABLE BEAMS,6500,17347.889,16934.268,2.5,HFET
307076:6415,661:661,11/25/17 15:11:53,STABLE BEAMS,6500,17822.352,17390.202,2.5,HFET
307076:6415,662:662,11/25/17 15:12:16,STABLE BEAMS,6500,17559.509,17139.174,2.5,HFET
307076:6415,663:663,11/25/17 15:12:40,STABLE BEAMS,6500,17190.911,16785.509,2.4,HFET
307076:6415,664:664,11/25/17 15:13:03,STABLE BEAMS,6500,17339.888,16927.767,2.5,HFET
307076:6415,665:665,11/25/17 15:13:26,STABLE BEAMS,6500,17705.293,17278.740,2.5,HFET
307076:6415,666:666,11/25/17 15:13:50,STABLE BEAMS,6500,17576.614,17153.338,2.5,HFET
307076:6415,667:667,11/25/17 15:14:13,STABLE BEAMS,6500,17465.267,17048.542,2.5,HFET
307076:6415,668:668,11/25/17 15:14:36,STABLE BEAMS,6500,17396.345,16982.468,2.5,HFET
307076:6415,669:669,11/25/17 15:14:59,STABLE BEAMS,6500,17412.736,16997.710,2.5,HFET
307076:6415,670:670,11/25/17 15:15:23,STABLE BEAMS,6500,17452.223,17033.691,2.5,HFET
307076:6415,671:671,11/25/17 15:15:46,STABLE BEAMS,6500,17407.225,16994.192,2.5,HFET
307076:6415,672:672,11/25/17 15:16:09,STABLE BEAMS,6500,17527.687,17108.828,2.5,HFET
307076:6415,673:673,11/25/17 15:16:33,STABLE BEAMS,6500,17432.538,17016.851,2.5,HFET
307076:6415,674:674,11/25/17 15:16:56,STABLE BEAMS,6500,17554.178,17134.242,2.5,HFET
307076:6415,675:675,11/25/17 15:17:19,STABLE BEAMS,6500,17728.542,17300.578,2.5,HFET
307076:6415,676:676,11/25/17 15:17:43,STABLE BEAMS,6500,17484.322,17065.413,2.5,HFET
307076:6415,677:677,11/25/17 15:18:06,STABLE BEAMS,6500,17202.231,16798.907,2.4,HFET
307076:6415,678:678,11/25/17 15:18:29,STABLE BEAMS,6500,17329.976,16919.726,2.5,HFET
307076:6415,679:679,11/25/17 15:18:53,STABLE BEAMS,6500,17392.461,16978.825,2.5,HFET
307076:6415,680:680,11/25/17 15:19:16,STABLE BEAMS,6500,17285.524,16876.501,2.4,HFET
307076:6415,681:681,11/25/17 15:19:39,STABLE BEAMS,6500,17292.802,16881.096,2.4,HFET
307076:6415,682:682,11/25/17 15:20:03,STABLE BEAMS,6500,17266.858,16857.049,2.4,HFET
307076:6415,683:683,11/25/17 15:20:26,STABLE BEAMS,6500,17223.207,16817.071,2.4,HFET
307076:6415,684:684,11/25/17 15:20:49,STABLE BEAMS,6500,17427.464,17013.120,2.5,HFET
307076:6415,685:685,11/25/17 15:21:12,STABLE BEAMS,6500,17371.658,16958.865,2.5,HFET
307076:6415,686:686,11/25/17 15:21:36,STABLE BEAMS,6500,17125.211,16722.477,2.4,HFET
307076:6415,687:687,11/25/17 15:21:59,STABLE BEAMS,6500,17271.619,16863.614,2.4,HFET
307076:6415,688:688,11/25/17 15:22:22,STABLE BEAMS,6500,17642.809,17218.778,2.5,HFET
307076:6415,689:689,11/25/17 15:22:46,STABLE BEAMS,6500,17921.244,17485.976,2.5,HFET
307076:6415,690:690,11/25/17 15:23:09,STABLE BEAMS,6500,17959.358,17520.311,2.5,HFET
307076:6415,691:691,11/25/17 15:23:32,STABLE BEAMS,6500,17834.101,17129.912,2.5,HFET
307076:6415,692:692,11/25/17 15:23:56,STABLE BEAMS,6500,17672.958,16975.757,2.5,HFET
307076:6415,693:693,11/25/17 15:24:19,STABLE BEAMS,6500,17793.065,17337.948,2.5,HFET
307076:6415,694:694,11/25/17 15:24:42,STABLE BEAMS,6500,17700.599,17251.610,2.5,HFET
307076:6415,695:695,11/25/17 15:25:06,STABLE BEAMS,6500,17656.953,17210.440,2.5,HFET
307076:6415,696:696,11/25/17 15:25:29,STABLE BEAMS,6500,17638.111,17188.932,2.5,HFET
307076:6415,697:697,11/25/17 15:25:52,STABLE BEAMS,6500,17489.888,16536.968,2.5,HFET
307076:6415,698:698,11/25/17 15:26:16,STABLE BEAMS,6500,17640.966,16433.987,2.5,HFET
307076:6415,699:699,11/25/17 15:26:39,STABLE BEAMS,6500,17536.946,17095.739,2.5,HFET
307076:6415,700:700,11/25/17 15:27:02,STABLE BEAMS,6500,17601.438,17158.952,2.5,HFET
307076:6415,701:701,11/25/17 15:27:26,STABLE BEAMS,6500,17534.689,17092.033,2.5,HFET
307076:6415,702:702,11/25/17 15:27:49,STABLE BEAMS,6500,17606.797,17172.653,2.5,HFET
307076:6415,703:703,11/25/17 15:28:12,STABLE BEAMS,6500,17769.851,17327.284,2.5,HFET
307076:6415,704:704,11/25/17 15:28:35,STABLE BEAMS,6500,17598.644,17149.202,2.5,HFET
307076:6415,705:705,11/25/17 15:28:59,STABLE BEAMS,6500,17560.786,17123.091,2.5,HFET
307076:6415,706:706,11/25/17 15:29:22,STABLE BEAMS,6500,17784.840,17332.409,2.5,HFET
307076:6415,707:707,11/25/17 15:29:45,STABLE BEAMS,6500,18044.434,17576.436,2.6,HFET
307076:6415,708:708,11/25/17 15:30:09,STABLE BEAMS,6500,17802.328,17347.021,2.5,HFET
307076:6415,709:709,11/25/17 15:30:32,STABLE BEAMS,6500,17939.413,17477.549,2.5,HFET
307076:6415,710:710,11/25/17 15:30:55,STABLE BEAMS,6500,17792.656,17340.436,2.5,HFET
307076:6415,711:711,11/25/17 15:31:19,STABLE BEAMS,6500,17670.293,17221.195,2.5,HFET
307076:6415,712:712,11/25/17 15:31:42,STABLE BEAMS,6500,17805.550,17354.713,2.5,HFET
307076:6415,713:713,11/25/17 15:32:05,STABLE BEAMS,6500,17830.750,17370.742,2.5,HFET
307076:6415,714:714,11/25/17 15:32:29,STABLE BEAMS,6500,17778.404,17331.217,2.5,HFET
307076:6415,715:715,11/25/17 15:32:52,STABLE BEAMS,6500,17745.273,17299.000,2.5,HFET
307076:6415,716:716,11/25/17 15:33:15,STABLE BEAMS,6500,17827.249,17371.140,2.5,HFET
307076:6415,717:717,11/25/17 15:33:38,STABLE BEAMS,6500,17787.632,17333.121,2.5,HFET
307076:6415,718:718,11/25/17 15:34:02,STABLE BEAMS,6500,17970.499,17503.342,2.5,HFET
307076:6415,719:719,11/25/17 15:34:25,STABLE BEAMS,6500,17917.751,17452.134,2.5,HFET
307076:6415,720:720,11/25/17 15:34:48,STABLE BEAMS,6500,17719.511,17266.116,2.5,HFET
307076:6415,721:721,11/25/17 15:35:12,STABLE BEAMS,6500,17771.875,17315.369,2.5,HFET
307076:6415,722:722,11/25/17 15:35:35,STABLE BEAMS,6500,17962.881,17500.180,2.5,HFET
307076:6415,723:723,11/25/17 15:35:58,STABLE BEAMS,6500,17856.888,17416.517,2.5,HFET
307076:6415,724:724,11/25/17 15:36:22,STABLE BEAMS,6500,17805.394,17374.991,2.5,HFET
307076:6415,725:725,11/25/17 15:36:45,STABLE BEAMS,6500,17815.072,17381.967,2.5,HFET
307076:6415,726:726,11/25/17 15:37:08,STABLE BEAMS,6500,17869.533,17434.351,2.5,HFET
307076:6415,727:727,11/25/17 15:37:32,STABLE BEAMS,6500,17947.266,17510.416,2.5,HFET
307076:6415,728:728,11/25/17 15:37:55,STABLE BEAMS,6500,17873.652,17436.975,2.5,HFET
307076:6415,729:729,11/25/17 15:38:18,STABLE BEAMS,6500,17806.359,17374.889,2.5,HFET
307076:6415,730:730,11/25/17 15:38:42,STABLE BEAMS,6500,17647.784,11873.985,2.5,HFET
307076:6415,731:731,11/25/17 15:39:05,STABLE BEAMS,6500,17949.865,17261.449,2.5,HFET
307076:6415,732:732,11/25/17 15:39:28,STABLE BEAMS,6500,17994.793,17326.673,2.5,HFET
307076:6415,733:733,11/25/17 15:39:51,STABLE BEAMS,6500,17741.416,17049.772,2.5,HFET
307076:6415,734:734,11/25/17 15:40:15,STABLE BEAMS,6500,17687.259,17009.839,2.5,HFET
307076:6415,735:735,11/25/17 15:40:38,STABLE BEAMS,6500,17788.936,17083.174,2.5,HFET
307076:6415,736:736,11/25/17 15:41:01,STABLE BEAMS,6500,18002.217,17270.187,2.5,HFET
307076:6415,737:737,11/25/17 15:41:25,STABLE BEAMS,6500,17903.158,16987.193,2.5,HFET
307076:6415,738:738,11/25/17 15:41:48,STABLE BEAMS,6500,17526.853,17079.347,2.5,HFET
307076:6415,739:739,11/25/17 15:42:11,STABLE BEAMS,6500,17396.409,16958.646,2.5,HFET
307076:6415,740:740,11/25/17 15:42:35,STABLE BEAMS,6500,17448.419,17011.448,2.5,HFET
307076:6415,741:741,11/25/17 15:42:58,STABLE BEAMS,6500,17577.732,17134.693,2.5,HFET
307076:6415,742:742,11/25/17 15:43:21,STABLE BEAMS,6500,17622.034,17176.202,2.5,HFET
307076:6415,743:743,11/25/17 15:43:45,STABLE BEAMS,6500,17406.592,16968.474,2.5,HFET
307076:6415,744:744,11/25/17 15:44:08,STABLE BEAMS,6500,17302.673,16878.456,2.4,HFET
307076:6415,745:745,11/25/17 15:44:31,STABLE BEAMS,6500,17473.249,16797.987,2.5,HFET
307076:6415,746:746,11/25/17 15:44:55,STABLE BEAMS,6500,17483.484,17042.927,2.5,HFET
307076:6415,747:747,11/25/17 15:45:18,STABLE BEAMS,6500,17361.194,16926.098,2.5,HFET
307076:6415,748:748,11/25/17 15:45:41,STABLE BEAMS,6500,17421.287,16985.502,2.5,HFET
307076:6415,749:749,11/25/17 15:46:04,STABLE BEAMS,6500,17477.161,17037.117,2.5,HFET
307076:6415,750:750,11/25/17 15:46:28,STABLE BEAMS,6500,17509.889,17068.213,2.5,HFET
307076:6415,751:751,11/25/17 15:46:51,STABLE BEAMS,6500,17515.032,17070.787,2.5,HFET
307076:6415,752:752,11/25/17 15:47:14,STABLE BEAMS,6500,17412.542,16970.942,2.5,HFET
307076:6415,753:753,11/25/17 15:47:38,STABLE BEAMS,6500,17307.654,16874.866,2.4,HFET
307076:6415,754:754,11/25/17 15:48:01,STABLE BEAMS,6500,17295.623,16863.987,2.4,HFET
307076:6415,755:755,11/25/17 15:48:24,STABLE BEAMS,6500,17343.849,16651.015,2.5,HFET
307076:6415,756:756,11/25/17 15:48:48,STABLE BEAMS,6500,17264.701,16819.655,2.4,HFET
307076:6415,757:757,11/25/17 15:49:11,STABLE BEAMS,6500,17214.891,16775.507,2.4,HFET
307076:6415,758:758,11/25/17 15:49:34,STABLE BEAMS,6500,17533.435,17072.939,2.5,HFET
307076:6415,759:759,11/25/17 15:49:58,STABLE BEAMS,6500,17521.460,17059.547,2.5,HFET
307076:6415,760:760,11/25/17 15:50:21,STABLE BEAMS,6500,17503.636,17037.807,2.5,HFET
307076:6415,761:761,11/25/17 15:50:44,STABLE BEAMS,6500,17371.903,16919.526,2.5,HFET
307076:6415,762:762,11/25/17 15:51:07,STABLE BEAMS,6500,17294.667,16849.969,2.4,HFET
307076:6415,763:763,11/25/17 15:51:31,STABLE BEAMS,6500,17349.881,16905.158,2.5,HFET
307076:6415,764:764,11/25/17 15:51:54,STABLE BEAMS,6500,17315.448,16866.414,2.4,HFET
307076:6415,765:765,11/25/17 15:52:17,STABLE BEAMS,6500,17363.018,16932.949,2.5,HFET
307076:6415,766:766,11/25/17 15:52:41,STABLE BEAMS,6500,17351.652,16915.447,2.5,HFET
307076:6415,767:767,11/25/17 15:53:04,STABLE BEAMS,6500,17280.633,16851.493,2.4,HFET
307076:6415,768:768,11/25/17 15:53:27,STABLE BEAMS,6500,17268.349,16838.744,2.4,HFET
307076:6415,769:769,11/25/17 15:53:51,STABLE BEAMS,6500,17516.148,17074.013,2.5,HFET
307076:6415,770:770,11/25/17 15:54:14,STABLE BEAMS,6500,17172.190,16752.641,2.4,HFET
307076:6415,771:771,11/25/17 15:54:37,STABLE BEAMS,6500,17431.548,16996.067,2.5,HFET
307076:6415,772:772,11/25/17 15:55:01,STABLE BEAMS,6500,17363.538,16925.849,2.5,HFET
307076:6415,773:773,11/25/17 15:55:24,STABLE BEAMS,6500,17708.402,17257.793,2.5,HFET
307076:6415,774:774,11/25/17 15:55:47,STABLE BEAMS,6500,17952.739,17469.899,2.5,HFET
307076:6415,775:775,11/25/17 15:56:10,STABLE BEAMS,6500,17828.852,16583.797,2.5,HFET
307076:6415,776:776,11/25/17 15:56:34,STABLE BEAMS,6500,17779.752,16845.677,2.5,HFET
307076:6415,777:777,11/25/17 15:56:57,STABLE BEAMS,6500,17562.809,17122.436,2.5,HFET
307076:6415,778:778,11/25/17 15:57:20,STABLE BEAMS,6500,17434.930,16751.791,2.5,HFET
307076:6415,779:779,11/25/17 15:57:44,STABLE BEAMS,6500,17483.102,17036.133,2.5,HFET
307076:6415,780:780,11/25/17 15:58:07,STABLE BEAMS,6500,17382.766,16932.777,2.5,HFET
307076:6415,781:781,11/25/17 15:58:30,STABLE BEAMS,6500,17261.421,16826.175,2.4,HFET
307076:6415,782:782,11/25/17 15:58:54,STABLE BEAMS,6500,17265.457,16240.682,2.4,HFET
307076:6415,783:783,11/25/17 15:59:17,STABLE BEAMS,6500,17383.668,16561.412,2.5,HFET
307076:6415,784:784,11/25/17 15:59:40,STABLE BEAMS,6500,17456.679,16568.284,2.5,HFET
307076:6415,785:785,11/25/17 16:00:04,STABLE BEAMS,6500,17276.539,16413.859,2.4,HFET
307076:6415,786:786,11/25/17 16:00:27,STABLE BEAMS,6500,17280.724,16463.958,2.4,HFET
307076:6415,787:787,11/25/17 16:00:50,STABLE BEAMS,6500,17363.794,16539.313,2.5,HFET
307076:6415,788:788,11/25/17 16:01:14,STABLE BEAMS,6500,17396.025,16554.301,2.5,HFET
307076:6415,789:789,11/25/17 16:01:37,STABLE BEAMS,6500,17390.351,16518.955,2.5,HFET
307076:6415,790:790,11/25/17 16:02:00,STABLE BEAMS,6500,17300.081,16710.552,2.4,HFET
307076:6415,791:791,11/25/17 16:02:23,STABLE BEAMS,6500,17132.920,16730.583,2.4,HFET
307076:6415,792:792,11/25/17 16:02:47,STABLE BEAMS,6500,17845.367,17411.477,2.5,HFET
307076:6415,793:793,11/25/17 16:03:10,STABLE BEAMS,6500,17774.466,17345.953,2.5,HFET
307076:6415,794:794,11/25/17 16:03:33,STABLE BEAMS,6500,17626.502,17204.525,2.5,HFET
307076:6415,795:795,11/25/17 16:03:57,STABLE BEAMS,6500,17460.214,17043.887,2.5,HFET
307076:6415,796:796,11/25/17 16:04:20,STABLE BEAMS,6500,17483.595,17067.134,2.5,HFET
307076:6415,797:797,11/25/17 16:04:43,STABLE BEAMS,6500,17650.611,17202.148,2.5,HFET
307076:6415,798:798,11/25/17 16:05:07,STABLE BEAMS,6500,17653.843,17230.258,2.5,HFET
307076:6415,799:799,11/25/17 16:05:30,STABLE BEAMS,6500,17550.616,17131.544,2.5,HFET
307076:6415,800:800,11/25/17 16:05:53,STABLE BEAMS,6500,17443.518,17002.178,2.5,HFET
307076:6415,801:801,11/25/17 16:06:17,STABLE BEAMS,6500,17575.055,17155.084,2.5,HFET
307076:6415,802:802,11/25/17 16:06:40,STABLE BEAMS,6500,17684.151,17259.622,2.5,HFET
307076:6415,803:803,11/25/17 16:07:03,STABLE BEAMS,6500,17624.156,17200.713,2.5,HFET
307076:6415,804:804,11/25/17 16:07:26,STABLE BEAMS,6500,17583.164,17160.625,2.5,HFET
307076:6415,805:805,11/25/17 16:07:50,STABLE BEAMS,6500,17499.156,17080.268,2.5,HFET
307076:6415,806:806,11/25/17 16:08:13,STABLE BEAMS,6500,17610.973,17167.186,2.5,HFET
307076:6415,807:807,11/25/17 16:08:36,STABLE BEAMS,6500,17548.462,17104.872,2.5,HFET
307076:6415,808:808,11/25/17 16:09:00,STABLE BEAMS,6500,17525.230,17083.154,2.5,HFET
307076:6415,809:809,11/25/17 16:09:23,STABLE BEAMS,6500,17426.074,16992.262,2.5,HFET
307076:6415,810:810,11/25/17 16:09:46,STABLE BEAMS,6500,17170.996,16510.190,2.4,HFET
307076:6415,811:811,11/25/17 16:10:10,STABLE BEAMS,6500,17331.086,16900.033,2.5,HFET
307076:6415,812:812,11/25/17 16:10:33,STABLE BEAMS,6500,17095.375,16678.087,2.4,HFET
307076:6415,813:813,11/25/17 16:10:56,STABLE BEAMS,6500,17753.438,17298.144,2.5,HFET
307076:6415,814:814,11/25/17 16:11:20,STABLE BEAMS,6500,17772.571,17321.832,2.5,HFET
307076:6415,815:815,11/25/17 16:11:43,STABLE BEAMS,6500,18007.429,17545.283,2.5,HFET
307076:6415,816:816,11/25/17 16:12:06,STABLE BEAMS,6500,18241.878,17759.767,2.6,HFET
307076:6415,817:817,11/25/17 16:12:30,STABLE BEAMS,6500,18081.745,17619.702,2.6,HFET
307076:6415,818:818,11/25/17 16:12:53,STABLE BEAMS,6500,18033.420,17578.345,2.6,HFET
307076:6415,819:819,11/25/17 16:13:16,STABLE BEAMS,6500,18023.860,17555.481,2.5,HFET
307076:6415,820:820,11/25/17 16:13:39,STABLE BEAMS,6500,17723.947,17276.596,2.5,HFET
307076:6415,821:821,11/25/17 16:14:03,STABLE BEAMS,6500,17951.938,17491.634,2.5,HFET
307076:6415,822:822,11/25/17 16:14:26,STABLE BEAMS,6500,17518.891,17074.802,2.5,HFET
307076:6415,823:823,11/25/17 16:14:49,STABLE BEAMS,6500,17440.047,16999.813,2.5,HFET
307076:6415,824:824,11/25/17 16:15:13,STABLE BEAMS,6500,17561.317,17115.213,2.5,HFET
307076:6415,825:825,11/25/17 16:15:36,STABLE BEAMS,6500,17489.552,17048.734,2.5,HFET
307076:6415,826:826,11/25/17 16:15:59,STABLE BEAMS,6500,17563.688,17118.439,2.5,HFET
307076:6415,827:827,11/25/17 16:16:23,STABLE BEAMS,6500,17609.497,17163.434,2.5,HFET
307076:6415,828:828,11/25/17 16:16:46,STABLE BEAMS,6500,17305.733,16875.366,2.4,HFET
307076:6415,829:829,11/25/17 16:17:09,STABLE BEAMS,6500,17262.853,16840.065,2.4,HFET
307076:6415,830:830,11/25/17 16:17:33,STABLE BEAMS,6500,17350.726,16919.249,2.5,HFET
307076:6415,831:831,11/25/17 16:17:56,STABLE BEAMS,6500,17405.972,16967.288,2.5,HFET
307076:6415,832:832,11/25/17 16:18:19,STABLE BEAMS,6500,17477.040,17036.424,2.5,HFET
307076:6415,833:833,11/25/17 16:18:43,STABLE BEAMS,6500,17257.097,16395.671,2.4,HFET
307076:6415,834:834,11/25/17 16:19:06,STABLE BEAMS,6500,17565.461,16934.302,2.5,HFET
307076:6415,835:835,11/25/17 16:19:29,STABLE BEAMS,6500,17230.293,16594.966,2.4,HFET
307076:6415,836:836,11/25/17 16:19:52,STABLE BEAMS,6500,18006.889,17283.341,2.5,HFET
307076:6415,837:837,11/25/17 16:20:16,STABLE BEAMS,6500,17783.807,17119.299,2.5,HFET
307076:6415,838:838,11/25/17 16:20:39,STABLE BEAMS,6500,17594.760,16970.790,2.5,HFET
307076:6415,839:839,11/25/17 16:21:02,STABLE BEAMS,6500,17616.889,16967.626,2.5,HFET
307076:6415,840:840,11/25/17 16:21:26,STABLE BEAMS,6500,18133.205,17599.297,2.6,HFET
307076:6415,841:841,11/25/17 16:21:49,STABLE BEAMS,6500,17709.651,17273.858,2.5,HFET
307076:6415,842:842,11/25/17 16:22:12,STABLE BEAMS,6500,17789.147,17358.681,2.5,HFET
307076:6415,843:843,11/25/17 16:22:36,STABLE BEAMS,6500,17827.800,17395.460,2.5,HFET
307076:6415,844:844,11/25/17 16:22:59,STABLE BEAMS,6500,18280.872,17828.779,2.6,HFET
307076:6415,845:845,11/25/17 16:23:22,STABLE BEAMS,6500,18015.327,17570.838,2.5,HFET
307076:6415,846:846,11/25/17 16:23:46,STABLE BEAMS,6500,17340.909,16929.778,2.5,HFET
307076:6415,847:847,11/25/17 16:24:09,STABLE BEAMS,6500,16936.325,16537.761,2.4,HFET
307076:6415,848:848,11/25/17 16:24:32,STABLE BEAMS,6500,18015.231,17542.121,2.5,HFET
307076:6415,849:849,11/25/17 16:24:55,STABLE BEAMS,6500,18039.282,17565.904,2.6,HFET
307076:6415,850:850,11/25/17 16:25:19,STABLE BEAMS,6500,17540.327,17096.662,2.5,HFET
307076:6415,851:851,11/25/17 16:25:42,STABLE BEAMS,6500,17365.355,16930.532,2.5,HFET
307076:6415,852:852,11/25/17 16:26:05,STABLE BEAMS,6500,17531.585,16841.747,2.5,HFET
307076:6415,853:853,11/25/17 16:26:29,STABLE BEAMS,6500,17218.557,15967.251,2.4,HFET
307076:6415,854:854,11/25/17 16:26:52,STABLE BEAMS,6500,17428.672,16478.367,2.5,HFET
307076:6415,855:855,11/25/17 16:27:15,STABLE BEAMS,6500,17473.634,16739.259,2.5,HFET
307076:6415,856:856,11/25/17 16:27:39,STABLE BEAMS,6500,17103.334,16470.082,2.4,HFET
307076:6415,857:857,11/25/17 16:28:02,STABLE BEAMS,6500,17600.399,16850.778,2.5,HFET
307076:6415,858:858,11/25/17 16:28:25,STABLE BEAMS,6500,17604.072,16853.808,2.5,HFET
307076:6415,859:859,11/25/17 16:28:49,STABLE BEAMS,6500,17442.308,16731.360,2.5,HFET
307076:6415,860:860,11/25/17 16:29:12,STABLE BEAMS,6500,17290.582,16636.917,2.4,HFET
307076:6415,861:861,11/25/17 16:29:35,STABLE BEAMS,6500,17403.734,16533.281,2.5,HFET
307076:6415,862:862,11/25/17 16:29:59,STABLE BEAMS,6500,17378.633,16885.427,2.5,HFET
307076:6415,863:863,11/25/17 16:30:22,STABLE BEAMS,6500,17342.071,16901.981,2.5,HFET
307076:6415,864:864,11/25/17 16:30:45,STABLE BEAMS,6500,17340.816,16906.756,2.5,HFET
307076:6415,865:865,11/25/17 16:31:08,STABLE BEAMS,6500,17460.362,16777.063,2.5,HFET
307076:6415,866:866,11/25/17 16:31:32,STABLE BEAMS,6500,17699.745,17246.084,2.5,HFET
307076:6415,867:867,11/25/17 16:31:55,STABLE BEAMS,6500,17726.623,17271.524,2.5,HFET
307076:6415,868:868,11/25/17 16:32:18,STABLE BEAMS,6500,17821.069,17363.493,2.5,HFET
307076:6415,869:869,11/25/17 16:32:42,STABLE BEAMS,6500,17844.983,17387.593,2.5,HFET
307076:6415,870:870,11/25/17 16:33:05,STABLE BEAMS,6500,17858.090,17399.167,2.5,HFET
307076:6415,871:871,11/25/17 16:33:28,STABLE BEAMS,6500,18011.610,17531.663,2.5,HFET
307076:6415,872:872,11/25/17 16:33:52,STABLE BEAMS,6500,17943.590,17480.120,2.5,HFET
