#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306936:6405,902:902,11/22/17 03:06:45,STABLE BEAMS,6500,17134.413,16735.579,2.4,HFET
306936:6405,903:903,11/22/17 03:07:08,STABLE BEAMS,6500,17345.589,16939.666,2.5,HFET
306936:6405,904:904,11/22/17 03:07:31,STABLE BEAMS,6500,17606.686,17188.543,2.5,HFET
306936:6405,905:905,11/22/17 03:07:55,STABLE BEAMS,6500,17516.745,17102.422,2.5,HFET
306936:6405,906:906,11/22/17 03:08:18,STABLE BEAMS,6500,17536.238,17120.500,2.5,HFET
306936:6405,907:907,11/22/17 03:08:41,STABLE BEAMS,6500,17568.034,17152.409,2.5,HFET
306936:6405,908:908,11/22/17 03:09:05,STABLE BEAMS,6500,17820.968,17394.956,2.5,HFET
306936:6405,909:909,11/22/17 03:09:28,STABLE BEAMS,6500,17756.393,17331.109,2.5,HFET
306936:6405,910:910,11/22/17 03:09:51,STABLE BEAMS,6500,17555.185,17135.627,2.5,HFET
306936:6405,911:911,11/22/17 03:10:14,STABLE BEAMS,6500,17431.962,17020.897,2.5,HFET
306936:6405,912:912,11/22/17 03:10:38,STABLE BEAMS,6500,17541.759,17124.329,2.5,HFET
306936:6405,913:913,11/22/17 03:11:01,STABLE BEAMS,6500,17585.539,17168.444,2.5,HFET
306936:6405,914:914,11/22/17 03:11:24,STABLE BEAMS,6500,17670.358,17248.720,2.5,HFET
306936:6405,915:915,11/22/17 03:11:48,STABLE BEAMS,6500,17461.714,17048.631,2.5,HFET
306936:6405,916:916,11/22/17 03:12:11,STABLE BEAMS,6500,17406.920,16996.319,2.5,HFET
306936:6405,917:917,11/22/17 03:12:34,STABLE BEAMS,6500,17511.547,16849.456,2.5,HFET
306936:6405,918:918,11/22/17 03:12:58,STABLE BEAMS,6500,17541.680,17127.003,2.5,HFET
306936:6405,919:919,11/22/17 03:13:21,STABLE BEAMS,6500,17706.574,17283.138,2.5,HFET
306936:6405,920:920,11/22/17 03:13:44,STABLE BEAMS,6500,17510.374,17094.339,2.5,HFET
306936:6405,921:921,11/22/17 03:14:08,STABLE BEAMS,6500,17313.441,16907.369,2.4,HFET
306936:6405,922:922,11/22/17 03:14:31,STABLE BEAMS,6500,17155.342,16754.878,2.4,HFET
306936:6405,923:923,11/22/17 03:14:54,STABLE BEAMS,6500,17404.358,16993.287,2.5,HFET
306936:6405,924:924,11/22/17 03:15:18,STABLE BEAMS,6500,17433.207,17021.789,2.5,HFET
306936:6405,925:925,11/22/17 03:15:41,STABLE BEAMS,6500,17349.520,16940.857,2.5,HFET
306936:6405,926:926,11/22/17 03:16:04,STABLE BEAMS,6500,17393.096,16984.620,2.5,HFET
306936:6405,927:927,11/22/17 03:16:27,STABLE BEAMS,6500,17347.103,16938.760,2.5,HFET
306936:6405,928:928,11/22/17 03:16:51,STABLE BEAMS,6500,17441.160,17028.084,2.5,HFET
306936:6405,929:929,11/22/17 03:17:14,STABLE BEAMS,6500,17424.194,16996.298,2.5,HFET
306936:6405,930:930,11/22/17 03:17:37,STABLE BEAMS,6500,17339.561,16910.883,2.5,HFET
306936:6405,931:931,11/22/17 03:18:01,STABLE BEAMS,6500,17359.064,16450.514,2.5,HFET
306936:6405,932:932,11/22/17 03:18:24,STABLE BEAMS,6500,17517.241,16840.817,2.5,HFET
306936:6405,933:933,11/22/17 03:18:47,STABLE BEAMS,6500,17628.803,17192.139,2.5,HFET
306936:6405,934:934,11/22/17 03:19:11,STABLE BEAMS,6500,17512.194,17080.725,2.5,HFET
306936:6405,935:935,11/22/17 03:19:34,STABLE BEAMS,6500,17310.005,16887.008,2.4,HFET
306936:6405,936:936,11/22/17 03:19:57,STABLE BEAMS,6500,17417.813,16744.945,2.5,HFET
306936:6405,937:937,11/22/17 03:20:21,STABLE BEAMS,6500,17536.067,17098.535,2.5,HFET
306936:6405,938:938,11/22/17 03:20:44,STABLE BEAMS,6500,17430.709,17005.262,2.5,HFET
306936:6405,939:939,11/22/17 03:21:07,STABLE BEAMS,6500,17437.945,17010.489,2.5,HFET
306936:6405,940:940,11/22/17 03:21:30,STABLE BEAMS,6500,17376.620,16964.375,2.5,HFET
306936:6405,941:941,11/22/17 03:21:54,STABLE BEAMS,6500,17459.377,17031.149,2.5,HFET
306936:6405,942:942,11/22/17 03:22:17,STABLE BEAMS,6500,17601.077,17161.277,2.5,HFET
306936:6405,943:943,11/22/17 03:22:40,STABLE BEAMS,6500,17628.011,17189.061,2.5,HFET
306936:6405,944:944,11/22/17 03:23:04,STABLE BEAMS,6500,17534.210,17099.509,2.5,HFET
306936:6405,945:945,11/22/17 03:23:27,STABLE BEAMS,6500,17425.491,16997.104,2.5,HFET
306936:6405,946:946,11/22/17 03:23:50,STABLE BEAMS,6500,17501.943,16827.048,2.5,HFET
306936:6405,947:947,11/22/17 03:24:14,STABLE BEAMS,6500,17551.625,17115.330,2.5,HFET
306936:6405,948:948,11/22/17 03:24:37,STABLE BEAMS,6500,17627.786,17188.467,2.5,HFET
306936:6405,949:949,11/22/17 03:25:00,STABLE BEAMS,6500,17664.059,17224.534,2.5,HFET
306936:6405,950:950,11/22/17 03:25:24,STABLE BEAMS,6500,17604.240,17163.162,2.5,HFET
306936:6405,951:951,11/22/17 03:25:47,STABLE BEAMS,6500,17577.555,17142.380,2.5,HFET
306936:6405,952:952,11/22/17 03:26:10,STABLE BEAMS,6500,17535.643,16859.463,2.5,HFET
306936:6405,953:953,11/22/17 03:26:34,STABLE BEAMS,6500,17575.495,17139.553,2.5,HFET
306936:6405,954:954,11/22/17 03:26:57,STABLE BEAMS,6500,17677.449,17234.807,2.5,HFET
306936:6405,955:955,11/22/17 03:27:20,STABLE BEAMS,6500,18881.842,18368.284,2.7,HFET
306936:6405,956:956,11/22/17 03:27:44,STABLE BEAMS,6500,18662.899,18163.616,2.6,HFET
306936:6405,957:957,11/22/17 03:28:07,STABLE BEAMS,6500,18172.824,17703.776,2.6,HFET
306936:6405,958:958,11/22/17 03:28:30,STABLE BEAMS,6500,17686.570,17243.158,2.5,HFET
306936:6405,959:959,11/22/17 03:28:53,STABLE BEAMS,6500,17781.252,17330.622,2.5,HFET
306936:6405,960:960,11/22/17 03:29:17,STABLE BEAMS,6500,17891.041,17440.618,2.5,HFET
306936:6405,961:961,11/22/17 03:29:40,STABLE BEAMS,6500,17904.694,17469.969,2.5,HFET
306936:6405,962:962,11/22/17 03:30:03,STABLE BEAMS,6500,17838.885,17408.155,2.5,HFET
306936:6405,963:963,11/22/17 03:30:27,STABLE BEAMS,6500,17746.544,17319.841,2.5,HFET
306936:6405,964:964,11/22/17 03:30:50,STABLE BEAMS,6500,17810.545,17382.182,2.5,HFET
306936:6405,965:965,11/22/17 03:31:13,STABLE BEAMS,6500,17820.357,17389.702,2.5,HFET
306936:6405,966:966,11/22/17 03:31:37,STABLE BEAMS,6500,17955.090,17518.551,2.5,HFET
306936:6405,967:967,11/22/17 03:32:00,STABLE BEAMS,6500,17618.999,17200.006,2.5,HFET
306936:6405,968:968,11/22/17 03:32:23,STABLE BEAMS,6500,17457.553,17045.367,2.5,HFET
306936:6405,969:969,11/22/17 03:32:47,STABLE BEAMS,6500,17626.840,17205.950,2.5,HFET
306936:6405,970:970,11/22/17 03:33:10,STABLE BEAMS,6500,17718.443,17282.624,2.5,HFET
306936:6405,971:971,11/22/17 03:33:33,STABLE BEAMS,6500,17769.166,17073.846,2.5,HFET
306936:6405,972:972,11/22/17 03:33:56,STABLE BEAMS,6500,17718.183,17270.948,2.5,HFET
306936:6405,973:973,11/22/17 03:34:20,STABLE BEAMS,6500,17773.854,17327.003,2.5,HFET
306936:6405,974:974,11/22/17 03:34:43,STABLE BEAMS,6500,17636.560,17195.931,2.5,HFET
306936:6405,975:975,11/22/17 03:35:06,STABLE BEAMS,6500,17688.482,17242.480,2.5,HFET
306936:6405,976:976,11/22/17 03:35:30,STABLE BEAMS,6500,17807.344,17356.262,2.5,HFET
306936:6405,977:977,11/22/17 03:35:53,STABLE BEAMS,6500,17781.525,17335.220,2.5,HFET
306936:6405,978:978,11/22/17 03:36:16,STABLE BEAMS,6500,17708.263,17266.663,2.5,HFET
306936:6405,979:979,11/22/17 03:36:40,STABLE BEAMS,6500,17673.617,17233.984,2.5,HFET
306936:6405,980:980,11/22/17 03:37:03,STABLE BEAMS,6500,17851.056,17405.369,2.5,HFET
306936:6405,981:981,11/22/17 03:37:26,STABLE BEAMS,6500,17890.902,17434.887,2.5,HFET
306936:6405,982:982,11/22/17 03:37:50,STABLE BEAMS,6500,17815.656,17379.235,2.5,HFET
306936:6405,983:983,11/22/17 03:38:13,STABLE BEAMS,6500,17798.410,17351.145,2.5,HFET
306936:6405,984:984,11/22/17 03:38:36,STABLE BEAMS,6500,17743.213,17298.496,2.5,HFET
306936:6405,985:985,11/22/17 03:38:59,STABLE BEAMS,6500,17694.347,17253.822,2.5,HFET
306936:6405,986:986,11/22/17 03:39:23,STABLE BEAMS,6500,17831.434,17380.476,2.5,HFET
306936:6405,987:987,11/22/17 03:39:46,STABLE BEAMS,6500,17858.098,17382.870,2.5,HFET
306936:6405,988:988,11/22/17 03:40:09,STABLE BEAMS,6500,17726.637,17281.621,2.5,HFET
306936:6405,989:989,11/22/17 03:40:33,STABLE BEAMS,6500,17924.205,17472.709,2.5,HFET
306936:6405,990:990,11/22/17 03:40:56,STABLE BEAMS,6500,17662.278,17218.984,2.5,HFET
306936:6405,991:991,11/22/17 03:41:19,STABLE BEAMS,6500,17196.847,16778.211,2.4,HFET
306936:6405,992:992,11/22/17 03:41:43,STABLE BEAMS,6500,17239.007,16820.664,2.4,HFET
306936:6405,993:993,11/22/17 03:42:06,STABLE BEAMS,6500,17742.139,17298.718,2.5,HFET
306936:6405,994:994,11/22/17 03:42:29,STABLE BEAMS,6500,17807.119,17359.162,2.5,HFET
306936:6405,995:995,11/22/17 03:42:53,STABLE BEAMS,6500,17850.601,17398.539,2.5,HFET
306936:6405,996:996,11/22/17 03:43:16,STABLE BEAMS,6500,17720.573,17274.350,2.5,HFET
306936:6405,997:997,11/22/17 03:43:39,STABLE BEAMS,6500,17693.598,17249.065,2.5,HFET
306936:6405,998:998,11/22/17 03:44:03,STABLE BEAMS,6500,17743.389,17296.164,2.5,HFET
306936:6405,999:999,11/22/17 03:44:26,STABLE BEAMS,6500,17556.383,17120.188,2.5,HFET
306936:6405,1000:1000,11/22/17 03:44:49,STABLE BEAMS,6500,17727.863,17281.471,2.5,HFET
306936:6405,1001:1001,11/22/17 03:45:12,STABLE BEAMS,6500,17861.300,17407.588,2.5,HFET
306936:6405,1002:1002,11/22/17 03:45:36,STABLE BEAMS,6500,17836.781,17395.164,2.5,HFET
306936:6405,1003:1003,11/22/17 03:45:59,STABLE BEAMS,6500,17878.461,17449.094,2.5,HFET
306936:6405,1004:1004,11/22/17 03:46:22,STABLE BEAMS,6500,17988.646,17553.145,2.5,HFET
306936:6405,1005:1005,11/22/17 03:46:46,STABLE BEAMS,6500,17886.798,17455.869,2.5,HFET
306936:6405,1006:1006,11/22/17 03:47:09,STABLE BEAMS,6500,17613.813,17192.648,2.5,HFET
306936:6405,1007:1007,11/22/17 03:47:32,STABLE BEAMS,6500,17641.327,17222.750,2.5,HFET
306936:6405,1008:1008,11/22/17 03:47:56,STABLE BEAMS,6500,17988.052,17298.302,2.5,HFET
306936:6405,1009:1009,11/22/17 03:48:19,STABLE BEAMS,6500,17912.016,16977.011,2.5,HFET
306936:6405,1010:1010,11/22/17 03:48:42,STABLE BEAMS,6500,17536.486,17118.395,2.5,HFET
306936:6405,1011:1011,11/22/17 03:49:06,STABLE BEAMS,6500,17443.193,17029.869,2.5,HFET
306936:6405,1012:1012,11/22/17 03:49:29,STABLE BEAMS,6500,17451.563,17038.493,2.5,HFET
306936:6405,1013:1013,11/22/17 03:49:52,STABLE BEAMS,6500,17470.509,17033.234,2.5,HFET
306936:6405,1014:1014,11/22/17 03:50:16,STABLE BEAMS,6500,17484.957,17067.521,2.5,HFET
306936:6405,1015:1015,11/22/17 03:50:39,STABLE BEAMS,6500,17489.552,17078.312,2.5,HFET
306936:6405,1016:1016,11/22/17 03:51:02,STABLE BEAMS,6500,17466.814,17054.148,2.5,HFET
306936:6405,1017:1017,11/22/17 03:51:25,STABLE BEAMS,6500,17534.296,17117.675,2.5,HFET
306936:6405,1018:1018,11/22/17 03:51:49,STABLE BEAMS,6500,17623.865,17204.232,2.5,HFET
306936:6405,1019:1019,11/22/17 03:52:12,STABLE BEAMS,6500,17442.621,17030.039,2.5,HFET
306936:6405,1020:1020,11/22/17 03:52:35,STABLE BEAMS,6500,16704.878,16081.682,2.4,HFET
306936:6405,1021:1021,11/22/17 03:52:59,STABLE BEAMS,6500,17699.300,17279.028,2.5,HFET
306936:6405,1022:1022,11/22/17 03:53:22,STABLE BEAMS,6500,18018.276,17579.572,2.5,HFET
306936:6405,1023:1023,11/22/17 03:53:45,STABLE BEAMS,6500,17819.167,17390.318,2.5,HFET
306936:6405,1024:1024,11/22/17 03:54:09,STABLE BEAMS,6500,17767.696,17341.036,2.5,HFET
306936:6405,1025:1025,11/22/17 03:54:32,STABLE BEAMS,6500,17693.969,17272.636,2.5,HFET
306936:6405,1026:1026,11/22/17 03:54:55,STABLE BEAMS,6500,17814.596,17386.554,2.5,HFET
306936:6405,1027:1027,11/22/17 03:55:19,STABLE BEAMS,6500,18174.593,17733.163,2.6,HFET
306936:6405,1028:1028,11/22/17 03:55:42,STABLE BEAMS,6500,17791.082,17365.273,2.5,HFET
306936:6405,1029:1029,11/22/17 03:56:05,STABLE BEAMS,6500,17370.359,16959.858,2.5,HFET
306936:6405,1030:1030,11/22/17 03:56:28,STABLE BEAMS,6500,17413.089,17001.096,2.5,HFET
306936:6405,1031:1031,11/22/17 03:56:52,STABLE BEAMS,6500,17692.583,17270.749,2.5,HFET
306936:6405,1032:1032,11/22/17 03:57:15,STABLE BEAMS,6500,17725.521,17300.646,2.5,HFET
306936:6405,1033:1033,11/22/17 03:57:38,STABLE BEAMS,6500,17583.698,17164.030,2.5,HFET
306936:6405,1034:1034,11/22/17 03:58:02,STABLE BEAMS,6500,17527.837,17111.004,2.5,HFET
306936:6405,1035:1035,11/22/17 03:58:25,STABLE BEAMS,6500,17628.026,17208.901,2.5,HFET
306936:6405,1036:1036,11/22/17 03:58:48,STABLE BEAMS,6500,17740.768,17314.650,2.5,HFET
306936:6405,1037:1037,11/22/17 03:59:12,STABLE BEAMS,6500,17847.802,17417.598,2.5,HFET
306936:6405,1038:1038,11/22/17 03:59:35,STABLE BEAMS,6500,17921.454,17488.199,2.5,HFET
306936:6405,1039:1039,11/22/17 03:59:58,STABLE BEAMS,6500,17667.487,17245.722,2.5,HFET
306936:6405,1040:1040,11/22/17 04:00:22,STABLE BEAMS,6500,17501.062,17088.815,2.5,HFET
306936:6405,1041:1041,11/22/17 04:00:45,STABLE BEAMS,6500,17584.988,17168.435,2.5,HFET
306936:6405,1042:1042,11/22/17 04:01:08,STABLE BEAMS,6500,17570.451,17154.625,2.5,HFET
306936:6405,1043:1043,11/22/17 04:01:32,STABLE BEAMS,6500,17376.448,16968.696,2.5,HFET
306936:6405,1044:1044,11/22/17 04:01:55,STABLE BEAMS,6500,17533.962,17106.101,2.5,HFET
306936:6405,1045:1045,11/22/17 04:02:18,STABLE BEAMS,6500,17665.305,17226.868,2.5,HFET
306936:6405,1046:1046,11/22/17 04:02:41,STABLE BEAMS,6500,17564.045,17129.414,2.5,HFET
306936:6405,1047:1047,11/22/17 04:03:05,STABLE BEAMS,6500,17603.255,17163.856,2.5,HFET
306936:6405,1048:1048,11/22/17 04:03:28,STABLE BEAMS,6500,17516.523,17085.020,2.5,HFET
306936:6405,1049:1049,11/22/17 04:03:51,STABLE BEAMS,6500,17553.512,17116.281,2.5,HFET
306936:6405,1050:1050,11/22/17 04:04:15,STABLE BEAMS,6500,17602.577,17161.881,2.5,HFET
306936:6405,1051:1051,11/22/17 04:04:38,STABLE BEAMS,6500,17428.369,16995.992,2.5,HFET
306936:6405,1052:1052,11/22/17 04:05:01,STABLE BEAMS,6500,17353.691,16928.948,2.5,HFET
306936:6405,1053:1053,11/22/17 04:05:25,STABLE BEAMS,6500,17263.855,16844.047,2.4,HFET
306936:6405,1054:1054,11/22/17 04:05:48,STABLE BEAMS,6500,16966.032,16557.606,2.4,HFET
306936:6405,1055:1055,11/22/17 04:06:11,STABLE BEAMS,6500,17524.326,17095.104,2.5,HFET
306936:6405,1056:1056,11/22/17 04:06:35,STABLE BEAMS,6500,17880.371,17437.989,2.5,HFET
306936:6405,1057:1057,11/22/17 04:06:58,STABLE BEAMS,6500,17325.611,16901.294,2.5,HFET
306936:6405,1058:1058,11/22/17 04:07:21,STABLE BEAMS,6500,17550.338,17114.273,2.5,HFET
306936:6405,1059:1059,11/22/17 04:07:45,STABLE BEAMS,6500,17839.390,17391.107,2.5,HFET
306936:6405,1060:1060,11/22/17 04:08:08,STABLE BEAMS,6500,17657.027,17216.763,2.5,HFET
306936:6405,1061:1061,11/22/17 04:08:31,STABLE BEAMS,6500,17731.650,17289.068,2.5,HFET
306936:6405,1062:1062,11/22/17 04:08:54,STABLE BEAMS,6500,17756.691,17311.457,2.5,HFET
306936:6405,1063:1063,11/22/17 04:09:18,STABLE BEAMS,6500,18018.389,17560.614,2.5,HFET
306936:6405,1064:1064,11/22/17 04:09:41,STABLE BEAMS,6500,17929.111,17472.198,2.5,HFET
306936:6405,1065:1065,11/22/17 04:10:04,STABLE BEAMS,6500,17782.010,17333.632,2.5,HFET
306936:6405,1066:1066,11/22/17 04:10:28,STABLE BEAMS,6500,17643.898,17204.907,2.5,HFET
306936:6405,1067:1067,11/22/17 04:10:51,STABLE BEAMS,6500,17420.411,16995.448,2.5,HFET
306936:6405,1068:1068,11/22/17 04:11:14,STABLE BEAMS,6500,17654.611,17214.376,2.5,HFET
306936:6405,1069:1069,11/22/17 04:11:38,STABLE BEAMS,6500,17578.634,16895.608,2.5,HFET
306936:6405,1070:1070,11/22/17 04:12:01,STABLE BEAMS,6500,17449.373,17018.167,2.5,HFET
306936:6405,1071:1071,11/22/17 04:12:24,STABLE BEAMS,6500,17341.994,16913.635,2.5,HFET
306936:6405,1072:1072,11/22/17 04:12:48,STABLE BEAMS,6500,17206.683,16789.056,2.4,HFET
306936:6405,1073:1073,11/22/17 04:13:11,STABLE BEAMS,6500,17372.236,16945.585,2.5,HFET
306936:6405,1074:1074,11/22/17 04:13:34,STABLE BEAMS,6500,17076.268,16665.808,2.4,HFET
306936:6405,1075:1075,11/22/17 04:13:57,STABLE BEAMS,6500,17674.252,17234.036,2.5,HFET
306936:6405,1076:1076,11/22/17 04:14:21,STABLE BEAMS,6500,17634.820,17203.593,2.5,HFET
306936:6405,1077:1077,11/22/17 04:14:44,STABLE BEAMS,6500,17496.609,17083.047,2.5,HFET
306936:6405,1078:1078,11/22/17 04:15:07,STABLE BEAMS,6500,17106.606,16709.156,2.4,HFET
306936:6405,1079:1079,11/22/17 04:15:31,STABLE BEAMS,6500,17254.147,16851.605,2.4,HFET
306936:6405,1080:1080,11/22/17 04:15:54,STABLE BEAMS,6500,17593.762,17174.764,2.5,HFET
306936:6405,1081:1081,11/22/17 04:16:17,STABLE BEAMS,6500,17458.034,17045.039,2.5,HFET
306936:6405,1082:1082,11/22/17 04:16:41,STABLE BEAMS,6500,17484.443,17071.097,2.5,HFET
306936:6405,1083:1083,11/22/17 04:17:04,STABLE BEAMS,6500,17395.091,16984.313,2.5,HFET
306936:6405,1084:1084,11/22/17 04:17:27,STABLE BEAMS,6500,17385.077,16974.580,2.5,HFET
306936:6405,1085:1085,11/22/17 04:17:51,STABLE BEAMS,6500,17530.731,17113.281,2.5,HFET
306936:6405,1086:1086,11/22/17 04:18:14,STABLE BEAMS,6500,17794.176,16506.856,2.5,HFET
306936:6405,1087:1087,11/22/17 04:18:37,STABLE BEAMS,6500,17787.004,17335.874,2.5,HFET
306936:6405,1088:1088,11/22/17 04:19:01,STABLE BEAMS,6500,17669.806,17229.082,2.5,HFET
306936:6405,1089:1089,11/22/17 04:19:24,STABLE BEAMS,6500,17701.682,17259.447,2.5,HFET
306936:6405,1090:1090,11/22/17 04:19:47,STABLE BEAMS,6500,17713.748,17267.748,2.5,HFET
306936:6405,1091:1091,11/22/17 04:20:10,STABLE BEAMS,6500,17668.633,17225.766,2.5,HFET
306936:6405,1092:1092,11/22/17 04:20:34,STABLE BEAMS,6500,17864.389,17410.325,2.5,HFET
306936:6405,1093:1093,11/22/17 04:20:57,STABLE BEAMS,6500,17700.100,17255.170,2.5,HFET
306936:6405,1094:1094,11/22/17 04:21:20,STABLE BEAMS,6500,17487.231,17057.308,2.5,HFET
306936:6405,1095:1095,11/22/17 04:21:44,STABLE BEAMS,6500,17487.943,17054.463,2.5,HFET
306936:6405,1096:1096,11/22/17 04:22:07,STABLE BEAMS,6500,17265.002,16840.318,2.4,HFET
306936:6405,1097:1097,11/22/17 04:22:30,STABLE BEAMS,6500,17110.697,16702.977,2.4,HFET
306936:6405,1098:1098,11/22/17 04:22:54,STABLE BEAMS,6500,17140.558,16731.862,2.4,HFET
306936:6405,1099:1099,11/22/17 04:23:17,STABLE BEAMS,6500,17487.871,17056.499,2.5,HFET
306936:6405,1100:1100,11/22/17 04:23:40,STABLE BEAMS,6500,17639.855,17201.416,2.5,HFET
306936:6405,1101:1101,11/22/17 04:24:04,STABLE BEAMS,6500,17553.299,17117.142,2.5,HFET
306936:6405,1102:1102,11/22/17 04:24:27,STABLE BEAMS,6500,17356.296,16930.095,2.5,HFET
306936:6405,1103:1103,11/22/17 04:24:50,STABLE BEAMS,6500,17565.292,17125.435,2.5,HFET
306936:6405,1104:1104,11/22/17 04:25:14,STABLE BEAMS,6500,17795.951,17346.115,2.5,HFET
306936:6405,1105:1105,11/22/17 04:25:37,STABLE BEAMS,6500,17273.768,16852.524,2.4,HFET
306936:6405,1106:1106,11/22/17 04:26:00,STABLE BEAMS,6500,17556.122,17119.260,2.5,HFET
306936:6405,1107:1107,11/22/17 04:26:23,STABLE BEAMS,6500,17488.358,17055.508,2.5,HFET
306936:6405,1108:1108,11/22/17 04:26:47,STABLE BEAMS,6500,17178.463,16764.374,2.4,HFET
306936:6405,1109:1109,11/22/17 04:27:10,STABLE BEAMS,6500,17512.274,17083.848,2.5,HFET
306936:6405,1110:1110,11/22/17 04:27:33,STABLE BEAMS,6500,17451.425,17023.540,2.5,HFET
306936:6405,1111:1111,11/22/17 04:27:57,STABLE BEAMS,6500,17005.082,16595.657,2.4,HFET
306936:6405,1112:1112,11/22/17 04:28:20,STABLE BEAMS,6500,17788.529,17337.316,2.5,HFET
306936:6405,1113:1113,11/22/17 04:28:43,STABLE BEAMS,6500,17735.839,17292.657,2.5,HFET
306936:6405,1114:1114,11/22/17 04:29:07,STABLE BEAMS,6500,17168.385,16751.272,2.4,HFET
306936:6405,1115:1115,11/22/17 04:29:30,STABLE BEAMS,6500,17891.178,17438.758,2.5,HFET
306936:6405,1116:1116,11/22/17 04:29:53,STABLE BEAMS,6500,17880.546,17422.378,2.5,HFET
306936:6405,1117:1117,11/22/17 04:30:17,STABLE BEAMS,6500,17236.708,16818.934,2.4,HFET
306936:6405,1118:1118,11/22/17 04:30:40,STABLE BEAMS,6500,17138.620,16735.364,2.4,HFET
306936:6405,1119:1119,11/22/17 04:31:03,STABLE BEAMS,6500,17191.230,16789.881,2.4,HFET
306936:6405,1120:1120,11/22/17 04:31:27,STABLE BEAMS,6500,17072.056,16674.559,2.4,HFET
306936:6405,1121:1121,11/22/17 04:31:50,STABLE BEAMS,6500,17414.301,17002.385,2.5,HFET
306936:6405,1122:1122,11/22/17 04:32:13,STABLE BEAMS,6500,17211.567,16810.024,2.4,HFET
306936:6405,1123:1123,11/22/17 04:32:36,STABLE BEAMS,6500,17370.408,16962.879,2.5,HFET
306936:6405,1124:1124,11/22/17 04:33:00,STABLE BEAMS,6500,17794.745,17367.581,2.5,HFET
306936:6405,1125:1125,11/22/17 04:33:23,STABLE BEAMS,6500,17508.900,17094.905,2.5,HFET
306936:6405,1126:1126,11/22/17 04:33:46,STABLE BEAMS,6500,17379.807,16970.954,2.5,HFET
306936:6405,1127:1127,11/22/17 04:34:10,STABLE BEAMS,6500,17430.643,17020.039,2.5,HFET
306936:6405,1128:1128,11/22/17 04:34:33,STABLE BEAMS,6500,17612.182,17189.144,2.5,HFET
306936:6405,1129:1129,11/22/17 04:34:56,STABLE BEAMS,6500,17411.104,17000.227,2.5,HFET
306936:6405,1130:1130,11/22/17 04:35:20,STABLE BEAMS,6500,17642.050,17221.505,2.5,HFET
306936:6405,1131:1131,11/22/17 04:35:43,STABLE BEAMS,6500,17556.245,17139.076,2.5,HFET
306936:6405,1132:1132,11/22/17 04:36:06,STABLE BEAMS,6500,17417.266,17005.616,2.5,HFET
306936:6405,1133:1133,11/22/17 04:36:30,STABLE BEAMS,6500,17745.114,17320.422,2.5,HFET
306936:6405,1134:1134,11/22/17 04:36:53,STABLE BEAMS,6500,17349.977,16942.842,2.5,HFET
306936:6405,1135:1135,11/22/17 04:37:16,STABLE BEAMS,6500,17166.392,16766.869,2.4,HFET
306936:6405,1136:1136,11/22/17 04:37:40,STABLE BEAMS,6500,17125.666,16724.631,2.4,HFET
306936:6405,1137:1137,11/22/17 04:38:03,STABLE BEAMS,6500,17273.605,16868.884,2.4,HFET
306936:6405,1138:1138,11/22/17 04:38:26,STABLE BEAMS,6500,17194.072,16790.336,2.4,HFET
306936:6405,1139:1139,11/22/17 04:38:49,STABLE BEAMS,6500,17395.063,16984.335,2.5,HFET
306936:6405,1140:1140,11/22/17 04:39:13,STABLE BEAMS,6500,17153.950,16754.210,2.4,HFET
306936:6405,1141:1141,11/22/17 04:39:36,STABLE BEAMS,6500,17159.508,16761.424,2.4,HFET
306936:6405,1142:1142,11/22/17 04:39:59,STABLE BEAMS,6500,17848.355,17419.929,2.5,HFET
306936:6405,1143:1143,11/22/17 04:40:23,STABLE BEAMS,6500,17707.858,17284.368,2.5,HFET
306936:6405,1144:1144,11/22/17 04:40:46,STABLE BEAMS,6500,17702.238,17279.495,2.5,HFET
306936:6405,1145:1145,11/22/17 04:41:09,STABLE BEAMS,6500,17806.821,17354.715,2.5,HFET
306936:6405,1146:1146,11/22/17 04:41:33,STABLE BEAMS,6500,18144.436,17699.511,2.6,HFET
306936:6405,1147:1147,11/22/17 04:41:56,STABLE BEAMS,6500,17753.616,17327.038,2.5,HFET
306936:6405,1148:1148,11/22/17 04:42:19,STABLE BEAMS,6500,17903.002,17471.419,2.5,HFET
306936:6405,1149:1149,11/22/17 04:42:43,STABLE BEAMS,6500,17777.246,17349.471,2.5,HFET
306936:6405,1150:1150,11/22/17 04:43:06,STABLE BEAMS,6500,17561.235,17146.516,2.5,HFET
306936:6405,1151:1151,11/22/17 04:43:29,STABLE BEAMS,6500,17891.414,17460.603,2.5,HFET
306936:6405,1152:1152,11/22/17 04:43:52,STABLE BEAMS,6500,17957.796,17523.142,2.5,HFET
306936:6405,1153:1153,11/22/17 04:44:16,STABLE BEAMS,6500,17951.887,17522.152,2.5,HFET
306936:6405,1154:1154,11/22/17 04:44:39,STABLE BEAMS,6500,17851.079,17172.880,2.5,HFET
306936:6405,1155:1155,11/22/17 04:45:02,STABLE BEAMS,6500,17754.727,17327.302,2.5,HFET
306936:6405,1156:1156,11/22/17 04:45:26,STABLE BEAMS,6500,17940.728,17507.691,2.5,HFET
306936:6405,1157:1157,11/22/17 04:45:49,STABLE BEAMS,6500,17833.172,17402.788,2.5,HFET
